id,name,romaji,image_url,cn_path,romaji_path
110330002,智慧短刀,ZhiHuiDuanDao,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_DA_0020_T05.png,智慧短刀.png,ZhiHuiDuanDao_3.png
110330003,聖靈短刀,ShengLingDuanDao,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_DA_0058_T04.png,聖靈短刀.png,ShengLingDuanDao_3.png
110330006,幻象短刀,HuanXiangDuanDao,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_DA_0020_T05.png,幻象短刀.png,HuanXiangDuanDao_3.png
110330007,死靈短刀,SiLingDuanDao,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_DA_0058_T04.png,死靈短刀.png,SiLingDuanDao_3.png
110330010,平靜短劍,PingJingDuanJian,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_DA_0038_T05.png,平靜短劍.png,PingJingDuanJian_3.png
110330011,勇氣短劍,YongQiDuanJian,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_Equip_WP_L_DA_0065_T05.png,勇氣短劍.png,YongQiDuanJian_3.png
110330012,沒落古代神短劍,MeiLuoGuDaiShenDuanJian,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_Equip_WP_L_DA_0078_T05.png,沒落古代神短劍.png,MeiLuoGuDaiShenDuanJian_3.png
110330013,達人閃耀的奧里哈康短劍,DaRenShanYaoDeAoLiHaKangDuanJian,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_Equip_WP_L_DA_0064_T05.png,達人閃耀的奧里哈康短劍.png,DaRenShanYaoDeAoLiHaKangDuanJian_5.png
110330014,達人閃耀的奧里哈康短劍,DaRenShanYaoDeAoLiHaKangDuanJian,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_Equip_WP_L_DA_0064_T05.png,達人閃耀的奧里哈康短劍.png,DaRenShanYaoDeAoLiHaKangDuanJian_6.png
110330015,真龍王短劍,ZhenLongWangDuanJian,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_DA_0036_T05.png,真龍王短劍.png,ZhenLongWangDuanJian_3.png
