id,name,romaji,image_url,cn_path,romaji_path
110530002,智慧魔法書,ZhiHuiMoFaShu,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_Equip_WP_L_MB_0020_T05.png,智慧魔法書.png,ZhiHuiMoFaShu_3.png
110530003,聖靈魔法書,ShengLingMoFaShu,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_MB_0058_T04.png,聖靈魔法書.png,ShengLingMoFaShu_3.png
110530006,幻象魔法書,HuanXiangMoFaShu,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_Equip_WP_L_MB_0020_T05.png,幻象魔法書.png,HuanXiangMoFaShu_3.png
110530007,死靈魔法書,SiLingMoFaShu,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_MB_0058_T04.png,死靈魔法書.png,SiLingMoFaShu_3.png
110530010,平靜魔法書,PingJingMoFaShu,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_MB_0038_T05.png,平靜魔法書.png,PingJingMoFaShu_3.png
110530011,勇氣魔法書,YongQiMoFaShu,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_MB_0065_T05.png,勇氣魔法書.png,YongQiMoFaShu_3.png
110530012,沒落古代神魔法書,MeiLuoGuDaiShenMoFaShu,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_MB_0078_T05.png,沒落古代神魔法書.png,MeiLuoGuDaiShenMoFaShu_3.png
110530013,達人閃耀的真實魔法書,DaRenShanYaoDeZhenShiMoFaShu,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_MB_0064_T05.png,達人閃耀的真實魔法書.png,DaRenShanYaoDeZhenShiMoFaShu_5.png
110530014,達人閃耀的真實魔法書,DaRenShanYaoDeZhenShiMoFaShu,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_MB_0064_T05.png,達人閃耀的真實魔法書.png,DaRenShanYaoDeZhenShiMoFaShu_6.png
110530015,真龍王魔法書,ZhenLongWangMoFaShu,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_MB_0036_T05.png,真龍王魔法書.png,ZhenLongWangMoFaShu_3.png
110530016,白龍王魔法書,BaiLongWangMoFaShu,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_MB_0068_T05.png,白龍王魔法書.png,BaiLongWangMoFaShu_3.png
110530017,閃耀的真龍王魔法書,ShanYaoDeZhenLongWangMoFaShu,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_MB_0036_T05.png,閃耀的真龍王魔法書.png,ShanYaoDeZhenLongWangMoFaShu_3.png
110530018,閃耀的白龍王魔法書,ShanYaoDeBaiLongWangMoFaShu,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_MB_0068_T05.png,閃耀的白龍王魔法書.png,ShanYaoDeBaiLongWangMoFaShu_3.png
110530019,乾龍王魔法書,QianLongWangMoFaShu,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_MB_0036_T05.png,乾龍王魔法書.png,QianLongWangMoFaShu_3.png
110530020,黑龍王魔法書,HeiLongWangMoFaShu,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_MB_0068_T05.png,黑龍王魔法書.png,HeiLongWangMoFaShu_3.png
110530021,閃耀的乾龍王魔法書,ShanYaoDeQianLongWangMoFaShu,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_MB_0036_T05.png,閃耀的乾龍王魔法書.png,ShanYaoDeQianLongWangMoFaShu_3.png
110530022,閃耀的黑龍王魔法書,ShanYaoDeHeiLongWangMoFaShu,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_MB_0068_T05.png,閃耀的黑龍王魔法書.png,ShanYaoDeHeiLongWangMoFaShu_3.png
110530023,鳴龍王魔法書,MingLongWangMoFaShu,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_MB_0100_T06.png,鳴龍王魔法書.png,MingLongWangMoFaShu_3.png
110530024,暗龍王魔法書,AnLongWangMoFaShu,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_MB_0100_T06.png,暗龍王魔法書.png,AnLongWangMoFaShu_3.png
110530026,守衛者十夫長魔法書,ShouWeiZheShiFuZhangMoFaShu,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_Equip_WP_L_MB_0009_T04.png,守衛者十夫長魔法書.png,ShouWeiZheShiFuZhangMoFaShu_2.png
110530027,守衛者百夫長魔法書,ShouWeiZheBaiFuZhangMoFaShu,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_MB_0054_T05.png,守衛者百夫長魔法書.png,ShouWeiZheBaiFuZhangMoFaShu_2.png
110530028,守衛者千夫長魔法書,ShouWeiZheQianFuZhangMoFaShu,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_MB_0040_T06.png,守衛者千夫長魔法書.png,ShouWeiZheQianFuZhangMoFaShu_2.png
110530030,執政官十夫長魔法書,ZhiZhengGuanShiFuZhangMoFaShu,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_Equip_WP_L_MB_0009_T04.png,執政官十夫長魔法書.png,ZhiZhengGuanShiFuZhangMoFaShu_2.png
110530031,執政官百夫長魔法書,ZhiZhengGuanBaiFuZhangMoFaShu,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_MB_0054_T05.png,執政官百夫長魔法書.png,ZhiZhengGuanBaiFuZhangMoFaShu_2.png
110530032,執政官千夫長魔法書,ZhiZhengGuanQianFuZhangMoFaShu,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_MB_0040_T06.png,執政官千夫長魔法書.png,ZhiZhengGuanQianFuZhangMoFaShu_2.png
110530033,克羅梅德魔法書,KeLuoMeiDeMoFaShu,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_MB_0056_T06.png,克羅梅德魔法書.png,KeLuoMeiDeMoFaShu_2.png
110530035,破裂之書,PoLieZhiShu,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_MB_0031_T06.png,破裂之書.png,PoLieZhiShu_3.png
110530036,奧拉姆斯魔法書,AoLaMuSiMoFaShu,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_MB_0028_T05.png,奧拉姆斯魔法書.png,AoLaMuSiMoFaShu_3.png
110530037,憤怒的克羅梅德魔法書,FenNuDeKeLuoMeiDeMoFaShu,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_Equip_WP_L_MB_0041_T06.png,憤怒的克羅梅德魔法書.png,FenNuDeKeLuoMeiDeMoFaShu_3.png
110530039,高貴智慧,GaoGuiZhiHui,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_MB_0035_T06.png,高貴智慧.png,GaoGuiZhiHui_2.png
110530044,禁斷真理,JinDuanZhenLi,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_MB_0030_T05.png,禁斷真理.png,JinDuanZhenLi_3.png
110530045,閃耀的鳴龍王魔法書,ShanYaoDeMingLongWangMoFaShu,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_MB_0100_T06.png,閃耀的鳴龍王魔法書.png,ShanYaoDeMingLongWangMoFaShu_3.png
110530046,閃耀的暗龍王魔法書,ShanYaoDeAnLongWangMoFaShu,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_MB_0100_T06.png,閃耀的暗龍王魔法書.png,ShanYaoDeAnLongWangMoFaShu_3.png
110530047,魂魄魔法書,HunPoMoFaShu,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_MB_0078_T05.png,魂魄魔法書.png,HunPoMoFaShu_3.png
