id,name,romaji,image_url,cn_path,romaji_path
110130002,智慧巨劍,ZhiHuiJuJian,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_Equip_WP_L_GS_0020_T05.png,智慧巨劍.png,ZhiHuiJuJian_3.png
110130003,聖靈巨劍,ShengLingJuJian,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_GS_0058_T04.png,聖靈巨劍.png,ShengLingJuJian_3.png
110130006,幻象巨劍,HuanXiangJuJian,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_Equip_WP_L_GS_0020_T05.png,幻象巨劍.png,HuanXiangJuJian_3.png
110130007,死靈巨劍,SiLingJuJian,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_GS_0058_T04.png,死靈巨劍.png,SiLingJuJian_3.png
110130010,平靜巨劍,PingJingJuJian,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_GS_0038_T05.png,平靜巨劍.png,PingJingJuJian_3.png
110130011,勇氣巨劍,YongQiJuJian,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_GS_0065_T05.png,勇氣巨劍.png,YongQiJuJian_3.png
110130012,沒落古代神巨劍,MeiLuoGuDaiShenJuJian,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_GS_0078_T05.png,沒落古代神巨劍.png,MeiLuoGuDaiShenJuJian_3.png
110130013,達人閃耀的奧里哈康巨劍,DaRenShanYaoDeAoLiHaKangJuJian,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_GS_0064_T05.png,達人閃耀的奧里哈康巨劍.png,DaRenShanYaoDeAoLiHaKangJuJian_5.png
110130014,達人閃耀的奧里哈康巨劍,DaRenShanYaoDeAoLiHaKangJuJian,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_GS_0064_T05.png,達人閃耀的奧里哈康巨劍.png,DaRenShanYaoDeAoLiHaKangJuJian_6.png
110130015,真龍王巨劍,ZhenLongWangJuJian,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_Equip_WP_L_GS_0036_T05.png,真龍王巨劍.png,ZhenLongWangJuJian_3.png
110130016,白龍王巨劍,BaiLongWangJuJian,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_GS_0068_T05.png,白龍王巨劍.png,BaiLongWangJuJian_3.png
110130017,閃耀的真龍王巨劍,ShanYaoDeZhenLongWangJuJian,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_Equip_WP_L_GS_0036_T05.png,閃耀的真龍王巨劍.png,ShanYaoDeZhenLongWangJuJian_3.png
110130018,閃耀的白龍王巨劍,ShanYaoDeBaiLongWangJuJian,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_GS_0068_T05.png,閃耀的白龍王巨劍.png,ShanYaoDeBaiLongWangJuJian_3.png
110130019,乾龍王巨劍,QianLongWangJuJian,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_Equip_WP_L_GS_0036_T05.png,乾龍王巨劍.png,QianLongWangJuJian_3.png
110130020,黑龍王巨劍,HeiLongWangJuJian,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_GS_0068_T05.png,黑龍王巨劍.png,HeiLongWangJuJian_3.png
110130021,閃耀的乾龍王巨劍,ShanYaoDeQianLongWangJuJian,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_Equip_WP_L_GS_0036_T05.png,閃耀的乾龍王巨劍.png,ShanYaoDeQianLongWangJuJian_3.png
