id,name,romaji,image_url,cn_path,romaji_path
115030002,智慧臂甲,ZhiHuiBiJia,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_Weapon_Guarder_L_022.png,智慧臂甲.png,ZhiHuiBiJia_3.png
115030003,聖靈臂甲,ShengLingBiJia,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_Weapon_Guarder_L_018.png,聖靈臂甲.png,ShengLingBiJia_3.png
115030006,幻象臂甲,HuanXiangBiJia,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_Weapon_Guarder_L_022.png,幻象臂甲.png,HuanXiangBiJia_3.png
115030007,死靈臂甲,SiLingBiJia,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_Weapon_Guarder_L_018.png,死靈臂甲.png,SiLingBiJia_3.png
115030010,平靜臂甲,PingJingBiJia,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_Weapon_Guarder_R_017.png,平靜臂甲.png,PingJingBiJia_3.png
115030011,勇氣臂甲,YongQiBiJia,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_Weapon_Guarder_R_020.png,勇氣臂甲.png,YongQiBiJia_3.png
115030012,沒落古代神臂甲,MeiLuoGuDaiShenBiJia,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_Weapon_Guarder_R_011.png,沒落古代神臂甲.png,MeiLuoGuDaiShenBiJia_3.png
115030013,達人閃耀的奧里哈康臂甲,DaRenShanYaoDeAoLiHaKangBiJia,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_Weapon_Guarder_R_036.png,達人閃耀的奧里哈康臂甲.png,DaRenShanYaoDeAoLiHaKangBiJia_5.png
115030014,達人閃耀的奧里哈康臂甲,DaRenShanYaoDeAoLiHaKangBiJia,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_Weapon_Guarder_R_036.png,達人閃耀的奧里哈康臂甲.png,DaRenShanYaoDeAoLiHaKangBiJia_6.png
115030015,真龍王臂甲,ZhenLongWangBiJia,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_Weapon_Guarder_R_032.png,真龍王臂甲.png,ZhenLongWangBiJia_3.png
115030016,白龍王臂甲,BaiLongWangBiJia,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_Weapon_Guarder_U_005.png,白龍王臂甲.png,BaiLongWangBiJia_3.png
115030017,閃耀的真龍王臂甲,ShanYaoDeZhenLongWangBiJia,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_Weapon_Guarder_R_032.png,閃耀的真龍王臂甲.png,ShanYaoDeZhenLongWangBiJia_3.png
115030018,閃耀的白龍王臂甲,ShanYaoDeBaiLongWangBiJia,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_Weapon_Guarder_U_005.png,閃耀的白龍王臂甲.png,ShanYaoDeBaiLongWangBiJia_3.png
115030019,乾龍王臂甲,QianLongWangBiJia,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_Weapon_Guarder_R_032.png,乾龍王臂甲.png,QianLongWangBiJia_3.png
115030020,黑龍王臂甲,HeiLongWangBiJia,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_Weapon_Guarder_U_005.png,黑龍王臂甲.png,HeiLongWangBiJia_3.png
115030021,閃耀的乾龍王臂甲,ShanYaoDeQianLongWangBiJia,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_Weapon_Guarder_R_032.png,閃耀的乾龍王臂甲.png,ShanYaoDeQianLongWangBiJia_3.png
115030022,閃耀的黑龍王臂甲,ShanYaoDeHeiLongWangBiJia,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_Weapon_Guarder_U_005.png,閃耀的黑龍王臂甲.png,ShanYaoDeHeiLongWangBiJia_3.png
115030023,鳴龍王臂甲,MingLongWangBiJia,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_Weapon_Guarder_U_013.png,鳴龍王臂甲.png,MingLongWangBiJia_3.png
115030024,暗龍王臂甲,AnLongWangBiJia,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_Weapon_Guarder_U_013.png,暗龍王臂甲.png,AnLongWangBiJia_3.png
115030026,守衛者十夫長臂甲,ShouWeiZheShiFuZhangBiJia,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_Weapon_Guarder_R_025.png,守衛者十夫長臂甲.png,ShouWeiZheShiFuZhangBiJia_2.png
115030027,守衛者百夫長臂甲,ShouWeiZheBaiFuZhangBiJia,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_Weapon_Guarder_U_002.png,守衛者百夫長臂甲.png,ShouWeiZheBaiFuZhangBiJia_2.png
115030028,守衛者千夫長臂甲,ShouWeiZheQianFuZhangBiJia,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_Weapon_Guarder_U_001.png,守衛者千夫長臂甲.png,ShouWeiZheQianFuZhangBiJia_2.png
115030030,執政官十夫長臂甲,ZhiZhengGuanShiFuZhangBiJia,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_Weapon_Guarder_R_025.png,執政官十夫長臂甲.png,ZhiZhengGuanShiFuZhangBiJia_2.png
115030031,執政官百夫長臂甲,ZhiZhengGuanBaiFuZhangBiJia,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_Weapon_Guarder_U_002.png,執政官百夫長臂甲.png,ZhiZhengGuanBaiFuZhangBiJia_2.png
115030032,執政官千夫長臂甲,ZhiZhengGuanQianFuZhangBiJia,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_Weapon_Guarder_U_001.png,執政官千夫長臂甲.png,ZhiZhengGuanQianFuZhangBiJia_2.png
115030033,超越者臂甲,ChaoYueZheBiJia,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_Weapon_Guarder_U_006.png,超越者臂甲.png,ChaoYueZheBiJia_3.png
115030034,巴卡爾摩臂甲,BaKaErMoBiJia,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_Weapon_Guarder_L_011.png,巴卡爾摩臂甲.png,BaKaErMoBiJia_3.png
115030035,超越者臂甲,ChaoYueZheBiJia,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_Weapon_Guarder_U_006.png,超越者臂甲.png,ChaoYueZheBiJia_4.png
115030038,巴卡爾摩臂甲,BaKaErMoBiJia,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_Weapon_Guarder_L_011.png,巴卡爾摩臂甲.png,BaKaErMoBiJia_4.png
115030039,納赫瑪心臟,NaHeMaXinZang,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_Weapon_Guarder_R_010.png,納赫瑪心臟.png,NaHeMaXinZang_2.png
