id,name,romaji,image_url,cn_path,romaji_path
110630002,智慧法珠,ZhiHuiFaZhu,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_OR_0020_T05.png,智慧法珠.png,ZhiHuiFaZhu_3.png
110630003,聖靈法珠,ShengLingFaZhu,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_OR_0058_T04.png,聖靈法珠.png,ShengLingFaZhu_3.png
110630006,幻象法珠,HuanXiangFaZhu,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_OR_0020_T05.png,幻象法珠.png,HuanXiangFaZhu_3.png
110630007,死靈法珠,SiLingFaZhu,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_OR_0058_T04.png,死靈法珠.png,SiLingFaZhu_3.png
110630010,平靜法珠,PingJingFaZhu,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_OR_0038_T05.png,平靜法珠.png,PingJingFaZhu_3.png
110630011,勇氣法珠,YongQiFaZhu,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_OR_0065_T05.png,勇氣法珠.png,YongQiFaZhu_3.png
110630012,沒落古代神法珠,MeiLuoGuDaiShenFaZhu,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_OR_0078_T05.png,沒落古代神法珠.png,MeiLuoGuDaiShenFaZhu_3.png
110630013,達人閃耀的真實法珠,DaRenShanYaoDeZhenShiFaZhu,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_OR_0064_T05.png,達人閃耀的真實法珠.png,DaRenShanYaoDeZhenShiFaZhu_5.png
110630014,達人閃耀的真實法珠,DaRenShanYaoDeZhenShiFaZhu,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_OR_0064_T05.png,達人閃耀的真實法珠.png,DaRenShanYaoDeZhenShiFaZhu_6.png
110630015,真龍王法珠,ZhenLongWangFaZhu,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_OR_0036_T05.png,真龍王法珠.png,ZhenLongWangFaZhu_3.png
110630016,白龍王法珠,BaiLongWangFaZhu,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_OR_0068_T05.png,白龍王法珠.png,BaiLongWangFaZhu_3.png
110630017,閃耀的真龍王法珠,ShanYaoDeZhenLongWangFaZhu,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_OR_0036_T05.png,閃耀的真龍王法珠.png,ShanYaoDeZhenLongWangFaZhu_3.png
110630018,閃耀的白龍王法珠,ShanYaoDeBaiLongWangFaZhu,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_OR_0068_T05.png,閃耀的白龍王法珠.png,ShanYaoDeBaiLongWangFaZhu_3.png
110630019,乾龍王法珠,QianLongWangFaZhu,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_OR_0036_T05.png,乾龍王法珠.png,QianLongWangFaZhu_3.png
110630020,黑龍王法珠,HeiLongWangFaZhu,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_OR_0068_T05.png,黑龍王法珠.png,HeiLongWangFaZhu_3.png
110630021,閃耀的乾龍王法珠,ShanYaoDeQianLongWangFaZhu,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_OR_0036_T05.png,閃耀的乾龍王法珠.png,ShanYaoDeQianLongWangFaZhu_3.png
110630022,閃耀的黑龍王法珠,ShanYaoDeHeiLongWangFaZhu,https://assets.playnccdn.com/static-aion2-gamedata/resources/Icon_WP_OR_0068_T05.png,閃耀的黑龍王法珠.png,ShanYaoDeHeiLongWangFaZhu_3.png
